assignment_id,assignment_name,course_id,course_name,semester,assignment_type,grading_weight,due_date,status
1371,Homework #108,3,Heritage under Threat,2,Homework,0.7,2019-04-29,Completed
1372,Homework #529,3,Heritage under Threat,2,Homework,0.7,2019-06-13,Completed
1373,Homework #644,3,Heritage under Threat,2,Homework,0.6,2019-06-24,Completed
1374,Homework #606,3,Heritage under Threat,2,Homework,0.7,2019-05-11,Completed
1375,Homework #816,3,Heritage under Threat,2,Homework,0.6,2019-06-03,Completed
1376,Participation #915,3,Heritage under Threat,2,Participation,0.8,2019-05-02,Completed
1377,Participation #676,3,Heritage under Threat,2,Participation,0.5,2019-05-31,Completed
1378,Participation #480,3,Heritage under Threat,2,Participation,0.5,2019-06-17,Completed
1379,Quiz #884,3,Heritage under Threat,2,Quiz,1.3,2019-05-29,Completed
1380,Project #934,3,Heritage under Threat,2,Project,1.1,2019-06-02,Completed
1381,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-05-17,Completed
1382,Final Exam,3,Heritage under Threat,2,Exam,5,2019-07-01,Completed
1383,Homework #729,3,Heritage under Threat,2,Homework,0.7,2019-05-08,Completed
1384,Homework #159,3,Heritage under Threat,2,Homework,0.6,2019-04-24,Completed
1385,Homework #775,3,Heritage under Threat,2,Homework,0.8,2019-06-06,Completed
1386,Participation #974,3,Heritage under Threat,2,Participation,0.8,2019-07-05,Completed
1387,Participation #34,3,Heritage under Threat,2,Participation,0.8,2019-04-28,Completed
1388,Participation #391,3,Heritage under Threat,2,Participation,0.8,2019-05-22,Completed
1389,Participation #827,3,Heritage under Threat,2,Participation,0.6,2019-06-27,Completed
1390,Participation #282,3,Heritage under Threat,2,Participation,0.8,2019-06-04,Completed
1391,Participation #598,3,Heritage under Threat,2,Participation,0.8,2019-04-25,Completed
1392,Quiz #291,3,Heritage under Threat,2,Quiz,1.2,2019-05-18,Completed
1393,Quiz #804,3,Heritage under Threat,2,Quiz,1.3,2019-05-30,Completed
1394,Quiz #101,3,Heritage under Threat,2,Quiz,1.1,2019-05-11,Completed
1395,Project #202,3,Heritage under Threat,2,Project,1.2,2019-06-30,Completed
1396,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-05-27,Completed
1397,Final Exam,3,Heritage under Threat,2,Exam,5,2019-07-11,Completed
1398,Homework #167,3,Heritage under Threat,2,Homework,0.7,2019-05-23,Completed
1399,Homework #206,3,Heritage under Threat,2,Homework,0.7,2019-06-22,Completed
1400,Homework #380,3,Heritage under Threat,2,Homework,0.7,2019-05-24,Completed
1401,Homework #646,3,Heritage under Threat,2,Homework,0.7,2019-05-20,Completed
1402,Homework #883,3,Heritage under Threat,2,Homework,0.8,2019-07-12,Completed
1403,Participation #102,3,Heritage under Threat,2,Participation,0.7,2019-06-02,Completed
1404,Participation #677,3,Heritage under Threat,2,Participation,0.8,2019-05-26,Completed
1405,Quiz #871,3,Heritage under Threat,2,Quiz,1.3,2019-05-21,Completed
1406,Quiz #761,3,Heritage under Threat,2,Quiz,1.3,2019-05-06,Completed
1407,Quiz #636,3,Heritage under Threat,2,Quiz,1.3,2019-05-16,Completed
1408,Project #544,3,Heritage under Threat,2,Project,1.1,2019-05-07,Completed
1409,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-06-06,Completed
1410,Final Exam,3,Heritage under Threat,2,Exam,5,2019-07-21,Completed
1411,Homework #766,3,Heritage under Threat,2,Homework,0.7,2019-07-18,Completed
1412,Homework #583,3,Heritage under Threat,2,Homework,0.6,2019-07-15,Completed
1413,Homework #664,3,Heritage under Threat,2,Homework,0.7,2019-06-14,Completed
1414,Homework #327,3,Heritage under Threat,2,Homework,0.7,2019-06-16,Completed
1415,Homework #500,3,Heritage under Threat,2,Homework,0.8,2019-05-15,Completed
1416,Participation #789,3,Heritage under Threat,2,Participation,0.6,2019-06-13,Completed
1417,Participation #726,3,Heritage under Threat,2,Participation,0.8,2019-07-19,Completed
1418,Quiz #649,3,Heritage under Threat,2,Quiz,1.3,2019-05-18,Completed
1419,Project #910,3,Heritage under Threat,2,Project,1.2,2019-05-28,Completed
1420,Project #361,3,Heritage under Threat,2,Project,1.1,2019-07-20,Completed
1421,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-06-16,Completed
1422,Final Exam,3,Heritage under Threat,2,Exam,5,2019-07-31,Completed
1423,Homework #50,3,Heritage under Threat,2,Homework,0.7,2019-07-18,Completed
1424,Homework #904,3,Heritage under Threat,2,Homework,0.5,2019-07-08,Completed
1425,Homework #396,3,Heritage under Threat,2,Homework,0.7,2019-08-04,Completed
1426,Homework #271,3,Heritage under Threat,2,Homework,0.7,2019-06-13,Completed
1427,Participation #692,3,Heritage under Threat,2,Participation,0.8,2019-06-04,Completed
1428,Participation #221,3,Heritage under Threat,2,Participation,0.7,2019-07-26,Completed
1429,Participation #455,3,Heritage under Threat,2,Participation,0.6,2019-07-23,Completed
1430,Quiz #583,3,Heritage under Threat,2,Quiz,1.3,2019-06-26,Completed
1431,Quiz #431,3,Heritage under Threat,2,Quiz,1.3,2019-06-27,Completed
1432,Quiz #151,3,Heritage under Threat,2,Quiz,1.2,2019-06-07,Completed
1433,Project #943,3,Heritage under Threat,2,Project,1.2,2019-07-21,Completed
1434,Project #395,3,Heritage under Threat,2,Project,1.2,2019-06-02,Completed
1435,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-06-26,Completed
1436,Final Exam,3,Heritage under Threat,2,Exam,5,2019-08-10,Completed
1437,Homework #933,3,Heritage under Threat,2,Homework,0.7,2019-08-04,Completed
1438,Homework #124,3,Heritage under Threat,2,Homework,0.5,2019-08-08,Completed
1439,Participation #172,3,Heritage under Threat,2,Participation,0.7,2019-07-22,Completed
1440,Quiz #195,3,Heritage under Threat,2,Quiz,1.2,2019-07-15,Completed
1441,Quiz #106,3,Heritage under Threat,2,Quiz,1.1,2019-06-26,Completed
1442,Project #947,3,Heritage under Threat,2,Project,1.1,2019-06-09,Completed
1443,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-07-06,Completed
1444,Final Exam,3,Heritage under Threat,2,Exam,5,2019-08-20,Completed
1445,Homework #402,3,Heritage under Threat,2,Homework,0.7,2019-06-12,Completed
1446,Homework #675,3,Heritage under Threat,2,Homework,0.6,2019-08-25,Completed
1447,Homework #782,3,Heritage under Threat,2,Homework,0.6,2019-07-31,Completed
1448,Participation #379,3,Heritage under Threat,2,Participation,0.6,2019-07-24,Completed
1449,Quiz #116,3,Heritage under Threat,2,Quiz,1.3,2019-07-05,Completed
1450,Quiz #715,3,Heritage under Threat,2,Quiz,1.3,2019-08-10,Completed
1451,Quiz #74,3,Heritage under Threat,2,Quiz,1.1,2019-07-14,Completed
1452,Project #934,3,Heritage under Threat,2,Project,1.3,2019-07-11,Completed
1453,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-07-16,Completed
1454,Final Exam,3,Heritage under Threat,2,Exam,5,2019-08-30,Completed
1455,Homework #200,3,Heritage under Threat,2,Homework,0.7,2019-06-28,Completed
1456,Homework #493,3,Heritage under Threat,2,Homework,0.8,2019-08-06,Completed
1457,Homework #733,3,Heritage under Threat,2,Homework,0.6,2019-06-22,Completed
1458,Homework #388,3,Heritage under Threat,2,Homework,0.6,2019-08-08,Completed
1459,Homework #786,3,Heritage under Threat,2,Homework,0.6,2019-09-04,Completed
1460,Homework #327,3,Heritage under Threat,2,Homework,0.6,2019-07-25,Completed
1461,Homework #308,3,Heritage under Threat,2,Homework,0.7,2019-07-04,Completed
1462,Participation #628,3,Heritage under Threat,2,Participation,0.8,2019-07-10,Completed
1463,Participation #949,3,Heritage under Threat,2,Participation,0.7,2019-09-03,Completed
1464,Participation #836,3,Heritage under Threat,2,Participation,0.5,2019-07-23,Completed
1465,Participation #206,3,Heritage under Threat,2,Participation,0.6,2019-08-04,Completed
1466,Participation #424,3,Heritage under Threat,2,Participation,0.8,2019-06-24,Completed
1467,Participation #119,3,Heritage under Threat,2,Participation,0.8,2019-08-29,Completed
1468,Participation #888,3,Heritage under Threat,2,Participation,0.7,2019-08-18,Completed
1469,Quiz #762,3,Heritage under Threat,2,Quiz,1.2,2019-06-29,Completed
1470,Project #859,3,Heritage under Threat,2,Project,1.1,2019-07-12,Completed
1471,Project #787,3,Heritage under Threat,2,Project,1.1,2019-08-09,Completed
1472,Project #382,3,Heritage under Threat,2,Project,1.1,2019-07-11,Completed
1473,Midterm Exam,3,Heritage under Threat,2,Exam,3,2019-07-26,Completed
1474,Final Exam,3,Heritage under Threat,2,Exam,5,2019-09-09,Completed
1475,Homework #669,3,Heritage under Threat,3,Homework,0.6,2019-07-23,Completed
1476,Homework #958,3,Heritage under Threat,3,Homework,0.6,2019-08-14,Completed
1477,Homework #37,3,Heritage under Threat,3,Homework,0.5,2019-07-25,Completed
1478,Homework #279,3,Heritage under Threat,3,Homework,0.7,2019-06-28,Completed
1479,Homework #437,3,Heritage under Threat,3,Homework,0.7,2019-08-07,Completed
1480,Participation #550,3,Heritage under Threat,3,Participation,0.7,2019-07-27,Completed
1481,Quiz #300,3,Heritage under Threat,3,Quiz,1.2,2019-07-10,Completed
1482,Quiz #629,3,Heritage under Threat,3,Quiz,1.2,2019-07-05,Completed
1483,Project #819,3,Heritage under Threat,3,Project,1.1,2019-07-02,Completed
1484,Project #311,3,Heritage under Threat,3,Project,1.1,2019-07-31,Completed
1485,Project #810,3,Heritage under Threat,3,Project,1.3,2019-07-18,Completed
1486,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-08-05,Completed
1487,Final Exam,3,Heritage under Threat,3,Exam,5,2019-09-19,Completed
1488,Homework #386,3,Heritage under Threat,3,Homework,0.5,2019-09-01,Completed
1489,Participation #896,3,Heritage under Threat,3,Participation,0.6,2019-08-30,Completed
2069,Quiz #315,4,Genomics for Law,4,Quiz,1.1,2019-11-15,Completed
1490,Participation #149,3,Heritage under Threat,3,Participation,0.8,2019-09-04,Completed
1491,Participation #390,3,Heritage under Threat,3,Participation,0.6,2019-07-31,Completed
1492,Participation #535,3,Heritage under Threat,3,Participation,0.5,2019-08-20,Completed
1493,Quiz #565,3,Heritage under Threat,3,Quiz,1.1,2019-08-23,Completed
1494,Quiz #352,3,Heritage under Threat,3,Quiz,1.2,2019-07-13,Completed
1495,Project #401,3,Heritage under Threat,3,Project,1.1,2019-09-20,Completed
1496,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-08-15,Completed
1497,Final Exam,3,Heritage under Threat,3,Exam,5,2019-09-29,Completed
1498,Homework #276,3,Heritage under Threat,3,Homework,0.5,2019-07-30,Completed
1499,Homework #483,3,Heritage under Threat,3,Homework,0.6,2019-08-20,Completed
1500,Homework #875,3,Heritage under Threat,3,Homework,0.5,2019-07-18,Completed
1501,Homework #315,3,Heritage under Threat,3,Homework,0.7,2019-08-25,Completed
1502,Participation #789,3,Heritage under Threat,3,Participation,0.5,2019-07-17,Completed
1503,Participation #156,3,Heritage under Threat,3,Participation,0.8,2019-07-23,Completed
1504,Participation #574,3,Heritage under Threat,3,Participation,0.8,2019-07-25,Completed
1505,Participation #2,3,Heritage under Threat,3,Participation,0.7,2019-07-19,Completed
1506,Participation #853,3,Heritage under Threat,3,Participation,0.7,2019-08-23,Completed
1507,Quiz #644,3,Heritage under Threat,3,Quiz,1.3,2019-08-29,Completed
1508,Quiz #791,3,Heritage under Threat,3,Quiz,1.2,2019-09-19,Completed
1509,Project #742,3,Heritage under Threat,3,Project,1.3,2019-09-16,Completed
1510,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-08-25,Completed
1511,Final Exam,3,Heritage under Threat,3,Exam,5,2019-10-09,Completed
1512,Homework #639,3,Heritage under Threat,3,Homework,0.7,2019-09-13,Completed
1513,Homework #488,3,Heritage under Threat,3,Homework,0.7,2019-09-07,Completed
1514,Homework #968,3,Heritage under Threat,3,Homework,0.6,2019-08-13,Completed
1515,Participation #427,3,Heritage under Threat,3,Participation,0.6,2019-08-07,Completed
1516,Participation #483,3,Heritage under Threat,3,Participation,0.8,2019-08-20,Completed
1517,Quiz #102,3,Heritage under Threat,3,Quiz,1.3,2019-08-31,Completed
1518,Quiz #903,3,Heritage under Threat,3,Quiz,1.1,2019-10-09,Completed
1519,Quiz #820,3,Heritage under Threat,3,Quiz,1.1,2019-08-13,Completed
1520,Project #956,3,Heritage under Threat,3,Project,1.1,2019-07-30,Completed
1521,Project #344,3,Heritage under Threat,3,Project,1.2,2019-08-20,Completed
1522,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-09-04,Completed
1523,Final Exam,3,Heritage under Threat,3,Exam,5,2019-10-19,Completed
1524,Homework #395,3,Heritage under Threat,3,Homework,0.5,2019-09-28,Completed
1525,Participation #194,3,Heritage under Threat,3,Participation,0.6,2019-09-11,Completed
1526,Participation #480,3,Heritage under Threat,3,Participation,0.8,2019-10-20,Completed
1527,Participation #961,3,Heritage under Threat,3,Participation,0.6,2019-09-25,Completed
1528,Participation #675,3,Heritage under Threat,3,Participation,0.7,2019-10-16,Completed
1529,Participation #185,3,Heritage under Threat,3,Participation,0.8,2019-09-12,Completed
1530,Quiz #61,3,Heritage under Threat,3,Quiz,1.1,2019-08-21,Completed
1531,Project #818,3,Heritage under Threat,3,Project,1.2,2019-09-16,Completed
1532,Project #931,3,Heritage under Threat,3,Project,1.1,2019-10-14,Completed
1533,Project #180,3,Heritage under Threat,3,Project,1.2,2019-09-22,Completed
1534,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-09-14,Completed
1535,Final Exam,3,Heritage under Threat,3,Exam,5,2019-10-29,Completed
1536,Homework #325,3,Heritage under Threat,3,Homework,0.7,2019-09-03,Completed
1537,Homework #369,3,Heritage under Threat,3,Homework,0.7,2019-09-02,Completed
1538,Homework #476,3,Heritage under Threat,3,Homework,0.5,2019-10-28,Completed
1539,Participation #205,3,Heritage under Threat,3,Participation,0.6,2019-09-24,Completed
1540,Participation #274,3,Heritage under Threat,3,Participation,0.6,2019-08-25,Completed
1541,Participation #161,3,Heritage under Threat,3,Participation,0.5,2019-09-01,Completed
1542,Participation #117,3,Heritage under Threat,3,Participation,0.6,2019-11-03,Completed
1543,Participation #690,3,Heritage under Threat,3,Participation,0.6,2019-08-21,Completed
1544,Participation #465,3,Heritage under Threat,3,Participation,0.5,2019-08-19,Completed
1545,Participation #956,3,Heritage under Threat,3,Participation,0.5,2019-10-07,Completed
1546,Quiz #440,3,Heritage under Threat,3,Quiz,1.3,2019-09-13,Completed
1547,Quiz #522,3,Heritage under Threat,3,Quiz,1.1,2019-09-27,Completed
1548,Project #916,3,Heritage under Threat,3,Project,1.1,2019-09-22,Completed
1549,Project #552,3,Heritage under Threat,3,Project,1.2,2019-09-30,Completed
1550,Project #263,3,Heritage under Threat,3,Project,1.1,2019-10-04,Completed
1551,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-09-24,Completed
1552,Final Exam,3,Heritage under Threat,3,Exam,5,2019-11-08,Completed
1553,Homework #70,3,Heritage under Threat,3,Homework,0.7,2019-09-06,Completed
1554,Homework #607,3,Heritage under Threat,3,Homework,0.6,2019-09-21,Completed
1555,Homework #398,3,Heritage under Threat,3,Homework,0.7,2019-08-30,Completed
1556,Homework #381,3,Heritage under Threat,3,Homework,0.7,2019-09-06,Completed
1557,Homework #892,3,Heritage under Threat,3,Homework,0.7,2019-09-17,Completed
1558,Homework #153,3,Heritage under Threat,3,Homework,0.7,2019-09-08,Completed
1559,Homework #467,3,Heritage under Threat,3,Homework,0.8,2019-10-24,Completed
2070,Quiz #657,4,Genomics for Law,4,Quiz,1.1,2020-01-03,Completed
1560,Participation #128,3,Heritage under Threat,3,Participation,0.6,2019-10-19,Completed
1561,Participation #630,3,Heritage under Threat,3,Participation,0.7,2019-09-19,Completed
1562,Participation #244,3,Heritage under Threat,3,Participation,0.6,2019-09-06,Completed
1563,Participation #378,3,Heritage under Threat,3,Participation,0.6,2019-09-05,Completed
1564,Participation #832,3,Heritage under Threat,3,Participation,0.5,2019-09-06,Completed
1565,Quiz #946,3,Heritage under Threat,3,Quiz,1.3,2019-09-19,Completed
1566,Quiz #942,3,Heritage under Threat,3,Quiz,1.2,2019-10-15,Completed
1567,Quiz #156,3,Heritage under Threat,3,Quiz,1,2019-09-15,Completed
1568,Project #881,3,Heritage under Threat,3,Project,1.3,2019-09-19,Completed
1569,Project #795,3,Heritage under Threat,3,Project,1.1,2019-09-29,Completed
1570,Project #98,3,Heritage under Threat,3,Project,1,2019-10-21,Completed
1571,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-10-04,Completed
1572,Final Exam,3,Heritage under Threat,3,Exam,5,2019-11-18,Completed
1573,Homework #605,3,Heritage under Threat,3,Homework,0.5,2019-10-25,Completed
1574,Homework #416,3,Heritage under Threat,3,Homework,0.8,2019-09-26,Completed
1575,Homework #229,3,Heritage under Threat,3,Homework,0.7,2019-09-27,Completed
1576,Participation #567,3,Heritage under Threat,3,Participation,0.7,2019-11-04,Completed
1577,Participation #652,3,Heritage under Threat,3,Participation,0.5,2019-10-02,Completed
1578,Quiz #28,3,Heritage under Threat,3,Quiz,1.1,2019-10-31,Completed
1579,Quiz #990,3,Heritage under Threat,3,Quiz,1.1,2019-09-22,Completed
1580,Quiz #489,3,Heritage under Threat,3,Quiz,1.1,2019-09-10,Completed
1581,Project #198,3,Heritage under Threat,3,Project,1.3,2019-11-10,Completed
1582,Project #171,3,Heritage under Threat,3,Project,1.2,2019-10-23,Completed
1583,Project #26,3,Heritage under Threat,3,Project,1.2,2019-09-10,Completed
1584,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-10-14,Completed
1585,Final Exam,3,Heritage under Threat,3,Exam,5,2019-11-28,Completed
1586,Homework #506,3,Heritage under Threat,3,Homework,0.7,2019-09-17,Completed
1587,Homework #86,3,Heritage under Threat,3,Homework,0.7,2019-10-23,Completed
1588,Participation #976,3,Heritage under Threat,3,Participation,0.8,2019-11-29,Completed
1589,Participation #106,3,Heritage under Threat,3,Participation,0.7,2019-11-20,Completed
1590,Participation #114,3,Heritage under Threat,3,Participation,0.6,2019-10-05,Completed
1591,Participation #26,3,Heritage under Threat,3,Participation,0.8,2019-10-26,Completed
1592,Participation #235,3,Heritage under Threat,3,Participation,0.8,2019-10-23,Completed
1593,Participation #234,3,Heritage under Threat,3,Participation,0.7,2019-11-10,Completed
1594,Participation #550,3,Heritage under Threat,3,Participation,0.8,2019-10-18,Completed
1595,Quiz #307,3,Heritage under Threat,3,Quiz,1.1,2019-11-06,Completed
1596,Quiz #24,3,Heritage under Threat,3,Quiz,1.1,2019-11-23,Completed
1597,Project #312,3,Heritage under Threat,3,Project,1.2,2019-10-06,Completed
1598,Project #920,3,Heritage under Threat,3,Project,1.3,2019-09-26,Completed
1599,Project #533,3,Heritage under Threat,3,Project,1,2019-10-15,Completed
1600,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-10-24,Completed
1601,Final Exam,3,Heritage under Threat,3,Exam,5,2019-12-08,Completed
1602,Homework #318,3,Heritage under Threat,3,Homework,0.8,2019-11-11,Completed
1603,Participation #59,3,Heritage under Threat,3,Participation,0.6,2019-11-17,Completed
1604,Quiz #461,3,Heritage under Threat,3,Quiz,1,2019-11-03,Completed
1605,Quiz #919,3,Heritage under Threat,3,Quiz,1,2019-11-02,Completed
1606,Project #307,3,Heritage under Threat,3,Project,1.2,2019-10-08,Completed
1607,Project #587,3,Heritage under Threat,3,Project,1.1,2019-10-07,Completed
1608,Midterm Exam,3,Heritage under Threat,3,Exam,3,2019-11-03,Completed
1609,Final Exam,3,Heritage under Threat,3,Exam,5,2019-12-18,Completed
1610,Homework #359,3,Heritage under Threat,4,Homework,0.8,2019-11-26,Completed
1611,Homework #64,3,Heritage under Threat,4,Homework,0.7,2019-12-20,Completed
1612,Homework #472,3,Heritage under Threat,4,Homework,0.8,2019-12-01,Completed
1613,Participation #305,3,Heritage under Threat,4,Participation,0.8,2019-11-09,Completed
1614,Quiz #692,3,Heritage under Threat,4,Quiz,1.2,2019-11-17,Completed
1615,Quiz #345,3,Heritage under Threat,4,Quiz,1.3,2019-10-24,Completed
1616,Project #5,3,Heritage under Threat,4,Project,1.3,2019-12-21,Completed
1617,Project #734,3,Heritage under Threat,4,Project,1.3,2019-11-10,Completed
1618,Midterm Exam,3,Heritage under Threat,4,Exam,3,2019-11-13,Completed
1619,Final Exam,3,Heritage under Threat,4,Exam,5,2019-12-28,Completed
1620,Homework #966,3,Heritage under Threat,4,Homework,0.6,2019-10-15,Completed
1621,Homework #341,3,Heritage under Threat,4,Homework,0.8,2019-11-09,Completed
1622,Homework #149,3,Heritage under Threat,4,Homework,0.6,2019-12-29,Completed
1623,Homework #759,3,Heritage under Threat,4,Homework,0.7,2019-11-23,Completed
1624,Participation #737,3,Heritage under Threat,4,Participation,0.8,2019-12-20,Completed
1625,Participation #882,3,Heritage under Threat,4,Participation,0.6,2019-11-18,Completed
1626,Participation #61,3,Heritage under Threat,4,Participation,0.8,2019-12-02,Completed
1627,Quiz #977,3,Heritage under Threat,4,Quiz,1.2,2019-11-15,Completed
1628,Quiz #566,3,Heritage under Threat,4,Quiz,1.3,2019-11-19,Completed
1629,Quiz #471,3,Heritage under Threat,4,Quiz,1.3,2019-10-23,Completed
1630,Project #453,3,Heritage under Threat,4,Project,1.3,2019-10-31,Completed
1631,Midterm Exam,3,Heritage under Threat,4,Exam,3,2019-11-23,Completed
1632,Final Exam,3,Heritage under Threat,4,Exam,5,2020-01-07,Completed
1633,Homework #524,3,Heritage under Threat,4,Homework,0.7,2019-12-29,Completed
1634,Homework #73,3,Heritage under Threat,4,Homework,0.6,2019-12-28,Completed
1635,Homework #945,3,Heritage under Threat,4,Homework,0.6,2019-11-05,Completed
1636,Homework #789,3,Heritage under Threat,4,Homework,0.6,2019-11-30,Completed
1637,Homework #286,3,Heritage under Threat,4,Homework,0.8,2019-11-30,Completed
1638,Homework #639,3,Heritage under Threat,4,Homework,0.7,2019-12-29,Completed
1639,Homework #74,3,Heritage under Threat,4,Homework,0.5,2019-11-10,Completed
1640,Participation #466,3,Heritage under Threat,4,Participation,0.5,2019-12-01,Completed
1641,Participation #754,3,Heritage under Threat,4,Participation,0.8,2019-11-25,Completed
1642,Quiz #87,3,Heritage under Threat,4,Quiz,1.1,2019-11-24,Completed
1643,Quiz #603,3,Heritage under Threat,4,Quiz,1,2019-11-23,Completed
1644,Quiz #521,3,Heritage under Threat,4,Quiz,1,2019-11-23,Completed
1645,Project #727,3,Heritage under Threat,4,Project,1,2019-12-24,Completed
1646,Midterm Exam,3,Heritage under Threat,4,Exam,3,2019-12-03,Completed
1647,Final Exam,3,Heritage under Threat,4,Exam,5,2020-01-17,Completed
1648,Homework #54,3,Heritage under Threat,4,Homework,0.6,2019-12-03,Completed
1649,Participation #708,3,Heritage under Threat,4,Participation,0.6,2019-11-03,Completed
1650,Participation #977,3,Heritage under Threat,4,Participation,0.6,2019-12-22,Completed
1651,Participation #610,3,Heritage under Threat,4,Participation,0.8,2019-12-20,Completed
1652,Participation #669,3,Heritage under Threat,4,Participation,0.5,2019-12-05,Completed
1653,Quiz #855,3,Heritage under Threat,4,Quiz,1.2,2020-01-01,Completed
1654,Project #654,3,Heritage under Threat,4,Project,1.2,2019-11-20,Completed
1655,Project #814,3,Heritage under Threat,4,Project,1.3,2019-12-26,Completed
1656,Midterm Exam,3,Heritage under Threat,4,Exam,3,2019-12-13,Completed
1657,Final Exam,3,Heritage under Threat,4,Exam,5,2020-01-27,Completed
1658,Homework #370,3,Heritage under Threat,4,Homework,0.5,2020-01-16,Completed
1659,Homework #75,3,Heritage under Threat,4,Homework,0.8,2020-01-11,Completed
1660,Participation #441,3,Heritage under Threat,4,Participation,0.6,2019-11-17,Completed
1661,Participation #403,3,Heritage under Threat,4,Participation,0.5,2019-11-23,Completed
1662,Participation #85,3,Heritage under Threat,4,Participation,0.7,2020-01-31,Completed
1663,Participation #23,3,Heritage under Threat,4,Participation,0.6,2020-01-25,Completed
1664,Participation #906,3,Heritage under Threat,4,Participation,0.5,2020-01-09,Completed
1665,Participation #834,3,Heritage under Threat,4,Participation,0.8,2019-11-22,Completed
1666,Quiz #62,3,Heritage under Threat,4,Quiz,1.1,2020-01-27,Completed
1667,Quiz #104,3,Heritage under Threat,4,Quiz,1.2,2019-12-03,Completed
1668,Project #383,3,Heritage under Threat,4,Project,1.1,2019-11-16,Completed
1669,Project #856,3,Heritage under Threat,4,Project,1.3,2019-12-07,Completed
1670,Midterm Exam,3,Heritage under Threat,4,Exam,3,2019-12-23,Completed
1671,Final Exam,3,Heritage under Threat,4,Exam,5,2020-02-06,Completed
1672,Homework #301,3,Heritage under Threat,4,Homework,0.7,2020-01-07,Completed
1673,Homework #843,3,Heritage under Threat,4,Homework,0.6,2020-01-30,Completed
1674,Homework #945,3,Heritage under Threat,4,Homework,0.7,2019-11-23,Completed
1675,Homework #437,3,Heritage under Threat,4,Homework,0.7,2019-12-24,Completed
1676,Homework #48,3,Heritage under Threat,4,Homework,0.7,2019-12-22,Completed
1677,Homework #2,3,Heritage under Threat,4,Homework,0.7,2020-02-03,Completed
1678,Participation #526,3,Heritage under Threat,4,Participation,0.8,2019-11-28,Completed
1679,Participation #930,3,Heritage under Threat,4,Participation,0.8,2020-01-23,Completed
1680,Participation #39,3,Heritage under Threat,4,Participation,0.6,2020-02-02,Completed
1681,Participation #28,3,Heritage under Threat,4,Participation,0.5,2020-01-01,Completed
1682,Quiz #518,3,Heritage under Threat,4,Quiz,1.3,2020-01-01,Completed
1683,Project #537,3,Heritage under Threat,4,Project,1.3,2019-11-29,Completed
1684,Project #988,3,Heritage under Threat,4,Project,1.1,2019-12-23,Completed
1685,Project #565,3,Heritage under Threat,4,Project,1.1,2019-11-30,Completed
1686,Midterm Exam,3,Heritage under Threat,4,Exam,3,2020-01-02,Completed
1687,Final Exam,3,Heritage under Threat,4,Exam,5,2020-02-16,Completed
1688,Homework #67,3,Heritage under Threat,4,Homework,0.7,2020-01-25,Completed
1689,Homework #324,3,Heritage under Threat,4,Homework,0.8,2019-12-20,Completed
1690,Homework #78,3,Heritage under Threat,4,Homework,0.6,2020-01-08,Completed
1691,Homework #37,3,Heritage under Threat,4,Homework,0.6,2019-12-25,Completed
1692,Homework #11,3,Heritage under Threat,4,Homework,0.6,2020-01-05,Completed
1693,Homework #852,3,Heritage under Threat,4,Homework,0.6,2019-12-25,Completed
1694,Participation #33,3,Heritage under Threat,4,Participation,0.5,2020-01-30,Completed
1695,Participation #828,3,Heritage under Threat,4,Participation,0.7,2020-02-04,Completed
1696,Participation #629,3,Heritage under Threat,4,Participation,0.5,2020-02-15,Completed
1697,Participation #975,3,Heritage under Threat,4,Participation,0.7,2019-12-14,Completed
1698,Quiz #466,3,Heritage under Threat,4,Quiz,1,2020-01-03,Completed
1699,Quiz #71,3,Heritage under Threat,4,Quiz,1.2,2020-02-05,Completed
1700,Project #711,3,Heritage under Threat,4,Project,1.2,2019-12-08,Completed
1701,Project #111,3,Heritage under Threat,4,Project,1.2,2019-12-18,Completed
1702,Midterm Exam,3,Heritage under Threat,4,Exam,3,2020-01-12,Completed
1703,Final Exam,3,Heritage under Threat,4,Exam,5,2020-02-26,Completed
1704,Homework #713,3,Heritage under Threat,4,Homework,0.8,2020-01-07,Completed
1705,Homework #891,3,Heritage under Threat,4,Homework,0.7,2019-12-29,Completed
1706,Homework #979,3,Heritage under Threat,4,Homework,0.7,2019-12-20,Completed
1707,Homework #761,3,Heritage under Threat,4,Homework,0.5,2020-01-04,Completed
1708,Homework #313,3,Heritage under Threat,4,Homework,0.6,2020-02-23,Completed
1709,Homework #5,3,Heritage under Threat,4,Homework,0.6,2020-02-01,Completed
